c10,c20,label,max_nl,ok,residual_inf,seconds,status,theta,x,y
-2.404080851410854,2.4040478969546664,no_NL,0,True,1.4293650000305524e-10,1.0785729885101318,OPTIMAL,2.325819975585814,-0.9999862922843968,0.999972584756866
-2.404080851309754,2.4040478967699053,no_NL,0,True,7.432188198208678e-11,1.224909782409668,OPTIMAL,2.3605337065647065,-0.9999862922423439,0.9999725846800139
-2.404080851374423,2.404047896888753,no_NL,0,True,3.9330316781160946e-11,1.1280200481414795,OPTIMAL,2.395247437543599,-0.9999862922692433,0.999972584729449
-2.404080851332488,2.4040478968384007,no_NL,0,True,1.9340885807190894e-10,1.1097028255462646,OPTIMAL,2.429961168522492,-0.9999862922518004,0.9999725847085048
-2.4040808514324703,2.4040478969972656,no_NL,0,True,3.2934336172500586e-11,1.2083570957183838,OPTIMAL,2.464674899501385,-0.9999862922933883,0.9999725847745853
-2.4040808513250407,2.404047896787035,no_NL,0,True,2.859190480446392e-10,0.9595599174499512,OPTIMAL,2.4993886304802775,-0.9999862922487025,0.9999725846871391
-2.404080851347016,2.4040478968144123,no_NL,0,True,1.5320673314559251e-09,1.1595730781555176,OPTIMAL,2.53410236145917,-0.9999862922578433,0.9999725846985268
-2.404080851414727,2.4040478969462535,no_NL,0,True,1.4573043096987792e-09,1.475205898284912,OPTIMAL,2.568816092438063,-0.999986292286008,0.9999725847533666
-2.4040808513391747,2.4040478968328935,no_NL,0,True,1.560462669888345e-10,1.3567919731140137,OPTIMAL,2.603529823416956,-0.9999862922545817,0.9999725847062141
-2.404080851425363,2.4040478969856496,no_NL,0,True,7.58346609012896e-10,1.1681199073791504,OPTIMAL,2.6382435543958485,-0.999986292290432,0.9999725847697536
-2.4040808514348235,2.4040478970019676,no_NL,0,True,1.5588863533366748e-11,1.1872029304504395,OPTIMAL,2.672957285374741,-0.9999862922943671,0.9999725847765412
-2.4040808513799985,2.4040478968896553,no_NL,0,True,5.340368620841353e-10,1.2110247611999512,OPTIMAL,2.707671016353634,-0.9999862922715624,0.9999725847298243
-2.404080851434028,2.4040478969821275,no_NL,0,True,1.7688000914941067e-09,1.5234870910644531,OPTIMAL,2.742384747332527,-0.9999862922940363,0.9999725847682885
-2.4040808514338337,2.4040478970006722,no_NL,0,True,2.7745361563802362e-11,1.3139829635620117,OPTIMAL,2.7770984783114194,-0.9999862922939554,0.9999725847760023
-2.404080850020071,2.4040478943168515,no_NL,0,True,9.072460623429899e-10,0.9342870712280273,OPTIMAL,2.811812209290312,-0.9999862917058957,0.9999725836596571
-2.4040808497814092,2.404047894012805,no_NL,0,True,7.030128725127243e-11,1.306697130203247,OPTIMAL,2.846525940269205,-0.9999862916066233,0.9999725835331879
-2.4040808486754273,2.404047891978045,no_NL,0,True,3.5779379459199845e-11,1.1393771171569824,OPTIMAL,2.881239671248098,-0.9999862911465861,0.999972582686822
-2.404080848524899,2.4040478916475942,no_NL,0,True,1.1017947634420444e-10,1.1107549667358398,OPTIMAL,2.9159534022269904,-0.9999862910839732,0.9999725825493697
-2.4040808445629946,2.4040478845387883,no_NL,0,True,1.0552119897735925e-09,0.9803938865661621,OPTIMAL,2.950667133205883,-0.9999862894360045,0.9999725795924357
-2.404080850798625,2.4040478958408023,no_NL,0,True,3.700024787411722e-10,1.0340638160705566,OPTIMAL,2.985380864184776,-0.999986292029738,0.9999725842935501
-2.404080851055288,2.40404789632498,no_NL,0,True,8.277349868046866e-11,1.0417258739471436,OPTIMAL,3.020094595163669,-0.9999862921364979,0.9999725844949455
-2.4040808513255096,2.4040478968131356,no_NL,0,True,9.622412330494866e-10,1.042264699935913,OPTIMAL,3.0548083261425614,-0.9999862922488976,0.9999725846979958
-2.4040808512072727,2.4040478965864627,no_NL,0,True,1.0531534157963262e-10,1.000396966934204,OPTIMAL,3.089522057121454,-0.9999862921997165,0.9999725846037103
-2.4040808512516594,2.4040478966700083,no_NL,0,True,1.6930578962727549e-10,1.4802112579345703,OPTIMAL,3.124235788100347,-0.9999862922181794,0.9999725846384614
-2.404080848768708,2.4040478920124357,no_NL,0,True,1.5405912970267927e-10,1.1364161968231201,OPTIMAL,3.15894951907924,-0.9999862911853866,0.9999725827011269
-2.4040808449070297,2.4040478846963262,no_NL,0,True,6.552532071555056e-10,1.06414794921875,OPTIMAL,3.1936632500581323,-0.9999862895791072,0.9999725796579643
-2.404080850616705,2.4040478954559914,no_NL,0,True,1.779832046385886e-10,1.058241844177246,OPTIMAL,3.228376981037025,-0.9999862919540677,0.9999725841334866
-2.4040808500737807,2.4040478944220838,no_NL,0,True,1.4139958525875746e-10,1.0260488986968994,OPTIMAL,3.263090712015918,-0.9999862917282364,0.9999725837034289
-2.4040808403764835,2.404047875474837,no_NL,0,True,7.747361395096092e-10,1.2226319313049316,OPTIMAL,3.297804442994811,-0.9999862876946098,0.9999725758222517
-2.4040808510764666,2.4040478963198564,no_NL,0,True,2.703888341812006e-10,1.1402010917663574,OPTIMAL,3.3325181739737033,-0.9999862921453072,0.9999725844928145
