J,J_index,j_max,label,max_null_power,mu,mu_index,n_mu,num_null_constraints,rho,rho_cutoff,rho_max,rho_over_max,setting_label
4.0,2,1000,c20_min,8,4.111345532302273,98,300,36,6.966182796110749e-08,1.0000504915154555e-08,1.0000504915154556,6.965831080743076e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,4.111345532302273,98,300,36,4.2956881570518907e-08,1.0000504915154555e-08,1.0000504915154556,4.2954712721977616e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,4.036551977729865,99,300,36,4.8380085953027505e-08,1.0000504915154555e-08,1.0000504915154556,4.83776432925035e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,4.036551977729865,99,300,36,3.360435106294609e-08,1.0000504915154555e-08,1.0000504915154556,3.36026544140014e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.963996356425487,100,300,36,3.5204111603383815e-08,1.0000504915154555e-08,1.0000504915154556,3.5202334184183285e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,3.963996356425487,100,300,36,2.8074216933335632e-08,1.0000504915154555e-08,1.0000504915154556,2.807279949514604e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.8935911171941306,101,300,36,2.7229453747153377e-08,1.0000504915154555e-08,1.0000504915154556,2.7228078960183733e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,3.8935911171941306,101,300,36,2.356613711737075e-08,1.0000504915154555e-08,1.0000504915154556,2.3564947287470574e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.825252960139618,102,300,36,2.2791228788418706e-08,1.0000504915154555e-08,1.0000504915154556,2.2790078082838955e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,3.825252960139618,102,300,36,1.9143128850477697e-08,1.0000504915154555e-08,1.0000504915154556,1.9142162333692374e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.758902591432685,103,300,36,2.075723565273362e-08,1.0000504915154555e-08,1.0000504915154556,2.0756187641364527e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,3.758902591432685,103,300,36,1.4675508256542846e-08,1.0000504915154555e-08,1.0000504915154556,1.4674767305302644e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.6944644944271166,104,300,36,1.3431224818469415e-08,1.0000504915154555e-08,1.0000504915154556,1.3430546689813649e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.6944644944271166,104,300,36,1.980121950431017e-08,1.0000504915154555e-08,1.0000504915154556,1.9800219761208074e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,3.6944644944271166,104,300,36,1.0589679820340282e-08,1.0000504915154555e-08,1.0000504915154556,1.0589145158353858e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.631866715890181,105,300,36,2.3183200505398792e-08,1.0000504915154555e-08,1.0000504915154556,2.318203000957227e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.631866715890181,105,300,36,1.9709440742515764e-08,1.0000504915154555e-08,1.0000504915154556,1.970844563322847e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.571040666217395,106,300,36,4.314187260563332e-08,1.0000504915154555e-08,1.0000504915154556,4.313969441708591e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.571040666217395,106,300,36,2.0267227650511488e-08,1.0000504915154555e-08,1.0000504915154556,2.0266204379139855e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.5119209325958507,107,300,36,8.204051312389014e-08,1.0000504915154555e-08,1.0000504915154556,8.203637098319672e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.5119209325958507,107,300,36,2.1637144671852988e-08,1.0000504915154555e-08,1.0000504915154556,2.163605223478718e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.454445104165792,108,300,36,1.911375349441307e-07,1.0000504915154555e-08,1.0000504915154556,1.9112788460759105e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.454445104165792,108,300,36,2.3896062675302398e-08,1.0000504915154555e-08,1.0000504915154556,2.3894856187801882e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.3985536083079055,109,300,36,7.645892707875437e-07,1.0000504915154555e-08,1.0000504915154556,7.645506674657008e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.3985536083079055,109,300,36,2.7300841515073816e-08,1.0000504915154555e-08,1.0000504915154556,2.7299463123809572e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.3441895572545444,110,300,36,0.0013580098324504322,1.0000504915154555e-08,1.0000504915154556,0.0013579412679379144,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.3441895572545444,110,300,36,3.1714612405935125e-08,1.0000504915154555e-08,1.0000504915154556,3.1713011167941594e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.291298604287474,111,300,36,0.0030733625320677007,1.0000504915154555e-08,1.0000504915154556,0.0030732073611707262,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.291298604287474,111,300,36,3.6842855035561664e-08,1.0000504915154555e-08,1.0000504915154556,3.684099487789939e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.2398288088435505,112,300,36,6.870289833482871e-07,1.0000504915154555e-08,1.0000504915154556,6.869942959651745e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.2398288088435505,112,300,36,4.051096640914764e-08,1.0000504915154555e-08,1.0000504915154556,4.0508921052334235e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.1897305099031987,113,300,36,2.975233310731502e-07,1.0000504915154555e-08,1.0000504915154556,2.9750830942774653e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.1897305099031987,113,300,36,3.720006209436474e-08,1.0000504915154555e-08,1.0000504915154556,3.7198183901687347e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.1409562070855745,114,300,36,2.239757997839285e-07,1.0000504915154555e-08,1.0000504915154556,2.2396449147734556e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.1409562070855745,114,300,36,1.9986757479189667e-08,1.0000504915154555e-08,1.0000504915154556,1.9985748368467028e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.0934604489189295,115,300,36,1.960540747215205e-07,1.0000504915154555e-08,1.0000504915154556,1.9604417615397024e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.0934604489189295,115,300,36,6.1560999909282e-08,1.0000504915154555e-08,1.0000504915154556,6.155789175803888e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.0471997277956127,116,300,36,1.6085195163484796e-07,1.0000504915154555e-08,1.0000504915154556,1.608438303861001e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.0471997277956127,116,300,36,4.5969896634611606e-07,1.0000504915154555e-08,1.0000504915154556,4.596757566205461e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,3.002132381158531,117,300,36,1.1117758046639941e-07,1.0000504915154555e-08,1.0000504915154556,1.1117196722529803e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,3.002132381158531,117,300,36,0.01635890183512163,1.0000504915154555e-08,1.0000504915154556,0.016358075891079953,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.9582184985001874,118,300,36,6.72069058457839e-08,1.0000504915154555e-08,1.0000504915154556,6.720351263858685e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,2.9582184985001874,118,300,36,0.009284033368749315,1.0000504915154555e-08,1.0000504915154556,0.009283564627502442,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.915419833786802,119,300,36,4.293735932468601e-08,1.0000504915154555e-08,1.0000504915154556,4.2935191461802725e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,2.915419833786802,119,300,36,3.855193343303771e-07,1.0000504915154555e-08,1.0000504915154556,3.854998698577401e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.873699722948882,120,300,36,3.1214158051132945e-08,1.0000504915154555e-08,1.0000504915154556,3.121258208056242e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,2.873699722948882,120,300,36,7.353385592009917e-08,1.0000504915154555e-08,1.0000504915154556,7.353014327173371e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.83302300610601,121,300,36,1.960476042489036e-08,1.0000504915154555e-08,1.0000504915154556,1.9603770600804083e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,2.83302300610601,121,300,36,1.9111370284836332e-08,1.0000504915154555e-08,1.0000504915154556,1.9110405371508155e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.1702780535603314,142,300,36,2.633640202578874e-08,1.0000504915154555e-08,1.0000504915154556,2.633507232807726e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.1459579539964713,143,300,36,1.0855513909191334e-07,1.0000504915154555e-08,1.0000504915154556,1.0854965825516585e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,2.122160080061158,144,300,36,1.2217077468669783e-08,1.0000504915154555e-08,1.0000504915154556,1.2216460641058512e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.122160080061158,144,300,36,2.5980195292536663e-07,1.0000504915154555e-08,1.0000504915154556,2.59788835793349e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,2.0988703318323942,145,300,36,1.0924979308642545e-07,1.0000504915154555e-08,1.0000504915154556,1.0924427717731593e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.0988703318323942,145,300,36,3.242887883870546e-07,1.0000504915154555e-08,1.0000504915154556,3.2427241538138156e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,2.0760750908832644,146,300,36,0.005891048191935598,1.0000504915154555e-08,1.0000504915154556,0.005890750759002605,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.0760750908832644,146,300,36,3.1322316327409074e-07,1.0000504915154555e-08,1.0000504915154556,3.1320734896038994e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,2.05376120078979,147,300,36,0.009470054110394172,1.0000504915154555e-08,1.0000504915154556,0.009469575977152363,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.05376120078979,147,300,36,4.158604795769371e-07,1.0000504915154555e-08,1.0000504915154556,4.1583948321124353e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.031915948554901,148,300,36,1.3956047522083186e-06,1.0000504915154555e-08,1.0000504915154556,1.3955342895671682e-06,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,2.010527046899657,149,300,36,0.10564665955668583,1.0000504915154555e-08,1.0000504915154556,0.10564132556606326,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,1.9895826173757996,150,300,36,0.008926899200231412,1.0000504915154555e-08,1.0000504915154556,0.0089264484903195,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,1.9895826173757996,150,300,36,1.3468545384703464e-05,1.0000504915154555e-08,1.0000504915154556,1.3467865371770892e-05,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
2.0,1,1000,c20_min,8,1.9690711742563958,151,300,36,6.345971530952467e-06,1.0000504915154555e-08,1.0000504915154556,6.345651129410391e-06,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
6.0,3,1000,c20_min,8,1.9690711742563958,151,300,36,1.2263342984341117e-07,1.0000504915154555e-08,1.0000504915154556,1.226272382083179e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
8.0,4,1000,c20_min,8,1.7065878810613742,166,300,36,5.4290948941384526e-08,1.0000504915154555e-08,1.0000504915154556,5.428820784749894e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
8.0,4,1000,c20_min,8,1.691710286888418,167,300,36,1.0820796337072686e-07,1.0000504915154555e-08,1.0000504915154556,1.0820250006252263e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,1.0084432376151857,282,300,36,1.2794596795401846e-08,1.0000504915154555e-08,1.0000504915154556,1.2793950809436813e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
4.0,2,1000,c20_min,8,1.0075011857780498,283,300,36,1.093687726199643e-08,1.0000504915154555e-08,1.0000504915154556,1.0936325070370113e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,1.0005553707845216,295,300,36,2.1930923913397878e-08,1.0000504915154555e-08,1.0000504915154556,2.1929816643721875e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,1.0003359159122802,296,300,36,7.105066456402784e-08,1.0000504915154555e-08,1.0000504915154556,7.10470772894268e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,1.0001713668737953,297,300,36,2.8916580420214136e-07,1.0000504915154555e-08,1.0000504915154556,2.8915120451962935e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,1.0000616875642905,298,300,36,1.8298696012140228e-06,1.0000504915154555e-08,1.0000504915154556,1.8297772129895928e-06,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
0.0,0,1000,c20_min,8,1.0000068539232625,299,300,36,1.0000504915154556,1.0000504915154555e-08,1.0000504915154556,1.0,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
