J,J_index,j_max,label,max_null_power,mu,mu_index,n_mu,num_null_constraints,rho,rho_cutoff,rho_max,rho_over_max,setting_label
14.0,7,1000,c20_min,8,9.38680781051253,63,300,36,1.427540228913864e-08,1.0000504915154555e-08,1.0000504915154556,1.4274681538835099e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
12.0,6,1000,c20_min,8,8.589779474992785,66,300,36,2.0200248555895834e-08,1.0000504915154555e-08,1.0000504915154556,2.019922866622944e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
12.0,6,1000,c20_min,8,8.347453245272696,67,300,36,7.457006925282889e-08,1.0000504915154555e-08,1.0000504915154556,7.456630428712351e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
12.0,6,1000,c20_min,8,8.115677369037623,68,300,36,8.489498099046596e-08,1.0000504915154555e-08,1.0000504915154556,8.489069473064094e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
12.0,6,1000,c20_min,8,7.893849270740694,69,300,36,2.8965042255201364e-08,1.0000504915154555e-08,1.0000504915154556,2.8963579840162215e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
12.0,6,1000,c20_min,8,7.681408806614957,70,300,36,1.145742981233124e-08,1.0000504915154555e-08,1.0000504915154556,1.1456851338544809e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
10.0,5,1000,c20_min,8,6.915616741034782,74,300,36,2.055592190934951e-08,1.0000504915154555e-08,1.0000504915154556,2.05548840621032e-08,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
10.0,5,1000,c20_min,8,6.7429679070169595,75,300,36,1.0769621072182518e-07,1.0000504915154555e-08,1.0000504915154556,1.0769077325148313e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
10.0,5,1000,c20_min,8,6.577060716753103,76,300,36,0.00351507428397429,1.0000504915154555e-08,1.0000504915154556,0.0035148968115076068,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
10.0,5,1000,c20_min,8,6.4175497023651165,77,300,36,2.2039108345161755e-07,1.0000504915154555e-08,1.0000504915154556,2.2037995613365634e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
10.0,5,1000,c20_min,8,6.264111260509091,78,300,36,1.1398018769637642e-07,1.0000504915154555e-08,1.0000504915154556,1.1397443295453336e-07,"$N_\mu=300, J_{\max}=1000, 36$ nulls"
